license_number,entity_name,telephone_number,shl_endorsed,building,street,city,state,postcode,type_of_base,latitude,longitude,date,time,location
B01285,UNION RADIO DISPATCH INC,7185830222,No,69,FEATHERBED LANE,BRONX,NY,10452,LIVERY BASE,40.846629,-73.91736,12/04/2023,18:00:12,"(40.846629, -73.91736)"
B80107,FLUSHING VAN SERVICE INC,6463625890,No,136-31,41 AVENUE  7A,FLUSHING,NY,11355,COMMUTER VAN AUTHORITY BASE,40.717173,-73.995852,12/04/2023,18:00:12,"(40.717173, -73.995852)"
B02472,NEW BUSHWICK LUXURY INC.,7188217777,No,180,KNICKERBOCKER AVENUE,BROOKLYN,NY,11237,BLACK CAR BASE,40.703715,-73.927365,12/04/2023,18:00:12,"(40.703715, -73.927365)"
B02292,NEW YORK APPLE V.I.P. CORP,7182304789,No,372,WILSON AVENUE,BROOKLYN,NY,11221,BLACK CAR BASE,40.694835,-73.915817,12/04/2023,18:00:12,"(40.694835, -73.915817)"
B00254,XYZ TWO WAY RADIO,7187687333,No,32,ADELE STREET,STATEN ISLAND,NY,10305,BLACK CAR BASE,40.661323,-73.99142,12/04/2023,18:00:12,"(40.661323, -73.99142)"
B01854,EUROPE LIMOUSINE SERVICE INC,2014773200,No,24,FARVIEW TERRACE,PARAMUS,NJ,07652,LUXURY/LIMOUSINE,40.922042,-74.069773,12/04/2023,18:00:12,"(40.922042, -74.069773)"
B02608,PARADA LUXURY INC.,9176564676,No,125,42 STREET,BROOKLYN,NY,11232,BLACK CAR BASE,40.65464,-74.013585,12/04/2023,18:00:12,"(40.65464, -74.013585)"
B03348,APPLE CITY CAR INC,9174158580,No,8,W 126TH STREET 3RD FLOOR,NEW YORK,NY,10027,BLACK CAR BASE,40.8071578,-73.942526,12/04/2023,18:00:12,"(40.8071578, -73.942526)"
B02418,PLUSH SERVICES CORP,5164183303,No,33 - 20,55 STREET  SUITE #227,WOODSIDE,NY,11377,BLACK CAR BASE,40.704842,-73.651686,12/04/2023,18:00:12,"(40.704842, -73.651686)"
B01389,METRO LUXURY INC,7186654900,No,625,EAST  137 STREET,BRONX,NY,10454,LIVERY BASE,40.805521,-73.9159,12/04/2023,18:00:12,"(40.805521, -73.9159)"
B02509,NY MINUTE CAR SERVICE INC.,7183657777,No,2809,WEBSTER AVENUE,BRONX,NY,10458,LIVERY BASE,40.866717,-73.88502,12/04/2023,18:00:12,"(40.866717, -73.88502)"
B00975,"T.J.Q. CAR SERVICE, INC.",7186292540,No,4912,AVENUE D,BROOKLYN,NY,11203,LIVERY BASE,40.64196,-73.9298,12/04/2023,18:00:12,"(40.64196, -73.9298)"
B02551,CHIEF LIMO INC.,7185051919,No,3708,100 STREET,QUEENS,NY,11368,BLACK CAR BASE,40.738362,-73.895646,12/04/2023,18:00:12,"(40.738362, -73.895646)"
B03557,"SPACELINKS,LLC",6464011042,No,136,MADISON AVENUE  5TH FLOOR,NEW YORK,NY,10016,BLACK CAR BASE,40.7463572,-73.9842907,12/04/2023,18:00:12,"(40.7463572, -73.9842907)"
B02855,JUNIORS LUXURY INC,7189401212,No,1509,CORTELYOU RD,BROOKLYN,NY,11226,BLACK CAR BASE,40.641619,-73.96416,12/04/2023,18:00:12,"(40.641619, -73.96416)"
B02929,OTTOMAN TRANSPORTATION INC.,7185692525,No,61-43,186TH STREET  C112,FRESH MEADOWS,NY,11365,BLACK CAR BASE,40.764356,-73.884555,12/04/2023,18:00:12,"(40.764356, -73.884555)"
B02990,GO MY SEDAN LLC,2124340400,No,700,ROCKWAY TURNPIKE  SUITE # 202,LAWRENCE,NY,11559,BLACK CAR BASE,40.753913,-73.986417,12/04/2023,18:00:12,"(40.753913, -73.986417)"
B03206,KIDMOTO TECHNOLOGIES LLC,3476122091,No,2910,THOMPSON AVE  STE 760,LIC,NY,11101,BLACK CAR BASE,40.7447057,-73.9378899,12/04/2023,18:00:12,"(40.7447057, -73.9378899)"
B03061,BLUE EAGLE TRANSPORTATION SERVICES CORP,7184838388,No,325,SOUNDVIEW AVENUE  FLOOR 1,BRONX,NY,10473,BLACK CAR BASE,40.8120359,-73.8567379,12/04/2023,18:00:12,"(40.8120359, -73.8567379)"
B03250,SALAM CAR SERVICE INC.,5189778916,No,452,EAST TREMONT AVENUE,BRONX,NY,10457,BLACK CAR BASE,40.8468999,-73.8987791,12/04/2023,18:00:12,"(40.8468999, -73.8987791)"
B03383,AR ELITE TRANSPORTATION INC.,9178330291,No,908,EAST GUNHILL ROAD,BRONX,NY,10469,BLACK CAR BASE,40.8751972,-73.8601277,12/04/2023,18:00:12,"(40.8751972, -73.8601277)"
B01273,PUERTO RICO CAR SERVICE INC.,7184437777,No,1072,BROADWAY,BROOKLYN,NY,11221,LIVERY BASE,40.694521,-73.931575,12/04/2023,18:00:12,"(40.694521, -73.931575)"
B02507,SARAH VENTURES INC.,3473030625,No,2823,FREDERICK DOUGLASS BOULEVARD,NEW YORK,NY,10039,BLACK CAR BASE,40.816898,-73.92174,12/04/2023,18:00:12,"(40.816898, -73.92174)"
B02243,BARONAS LUXURY II INC,7184244141,No,1804,RANDALL AVENUE,BRONX,NY,10473,BLACK CAR BASE,40.816803,-73.862557,12/04/2023,18:00:12,"(40.816803, -73.862557)"
B03531,CHARLOTTE LUXURY INC.,3478499724,No,1889,WEBSTER AVENUE  2ND FL,BRONX,NY,10457,BLACK CAR BASE,40.8475095,-73.9012742,12/04/2023,18:00:12,"(40.8475095, -73.9012742)"
B03016,BEST DEAL BLACK INC.,7185155555,No,757 A,BURKE AVENUE,BRONX,NY,10467,BLACK CAR BASE,40.7101523,-73.7928657,12/04/2023,18:00:12,"(40.7101523, -73.7928657)"
B03251,RIDE FHV CORP.,7184158444,No,159,20 STREET  SUITE#1B-3,BROOKLYN,NY,11232,BLACK CAR BASE,40.6637995,-73.9955038,12/04/2023,18:00:12,"(40.6637995, -73.9955038)"
B03412,ALTUS TRANSIT CORP,7183994914,No,548,THROGS NECK EXPRESSWAY  SUIT 4,BRONX,NY,10465,BLACK CAR BASE,40.8257534,-73.8157679,12/04/2023,18:00:12,"(40.8257534, -73.8157679)"
B00095,LIBERTY CAR SERVICE INC.,7183666666,No,689,SENECA AVENUE,RIDGEWOOD,NY,11385,LIVERY BASE,40.70305,-73.907668,12/04/2023,18:00:12,"(40.70305, -73.907668)"
B00653,ROYAL CAR & LIMO SERVICE INC.,7183233333,Yes,104-09,109TH STREET,RICHMOND HILL,NY,11418,LIVERY BASE,40.683813,-73.832688,12/04/2023,18:00:12,"(40.683813, -73.832688)"
B03288,JAROCHO CAR SERVICE CORP.,7184487180,No,374,MANOR ROAD  # 1,STATEN ISLAND,NY,10314,BLACK CAR BASE,40.6261532,-74.130468,12/04/2023,18:00:12,"(40.6261532, -74.130468)"
B00597,WAKEFIELD LSG MAINT CORP,7183258663,No,4632,WHITE PLAINS ROAD  1ST FLOOR,BRONX,NY,10470,LIVERY BASE,40.903259,-73.849586,12/04/2023,18:00:12,"(40.903259, -73.849586)"
B03105,MAZNA TRANSPORTATION CORPORATION,7036398075,No,7923,7TH AVENUE,BROOKLYN,NY,11228,BLACK CAR BASE,40.6229958,-74.0191175,12/04/2023,18:00:12,"(40.6229958, -74.0191175)"
B03284,MYLE WORLDWIDE INC,6468448577,No,878,MCDONALD AVENUE,BROOKLYN,NY,11218,BLACK CAR BASE,40.6325278,-73.9778449,12/04/2023,18:00:12,"(40.6325278, -73.9778449)"
B00429,SURF CAR SYSTEMS INC,7183274444,No,1092,BEACH   22 STREET,FAR ROCKAWAY,NY,11691,LIVERY BASE,40.60493,-73.754284,12/04/2023,18:00:12,"(40.60493, -73.754284)"
B02950,WMC SERVICE INC,5169435140,No,2130,CATON AVENUE,BROOKLYN,NY,11226,BLACK CAR BASE,40.735543,-73.934785,12/04/2023,18:00:12,"(40.735543, -73.934785)"
B03462,IMPERIAL TP CAR SERVICE INC,7189010070,No,49,WEST 170TH STREET,BRONX,NY,10452,BLACK CAR BASE,40.8407671,-73.9204093,12/04/2023,18:00:12,"(40.8407671, -73.9204093)"
B01311,DISCOUNT CAR SVCE,7187400101,No,94-44,213 STREET,QUEENS VILLAGE,NY,11428,LIVERY BASE,40.71643,-73.74506,12/04/2023,18:00:12,"(40.71643, -73.74506)"
B90544,SAFA AMBULETTE LLC,6463580105,No,54,HIGHVIEW ROAD,FISHKILL,NY,12524,PARATRANSIT BASE,40.823432,-73.867924,12/04/2023,18:00:12,"(40.823432, -73.867924)"
B03117,RELY-ON-US CAR SERVICE INC,3472948602,No,250,JACKSON AVENUE,BRONX,NY,10454,BLACK CAR BASE,40.8051087,-73.9123771,12/04/2023,18:00:12,"(40.8051087, -73.9123771)"
B02989,GOOD FRIENDS CAR SERVICE INC,7183218282,No,158-14,NORTHERN BLVD  UNIT#UL-3,FLUSHING,NY,11358,BLACK CAR BASE,40.63186,-73.984917,12/04/2023,18:00:12,"(40.63186, -73.984917)"
B02687,ECO RIDE INC.,7186463500,No,6002,FOSTER AVENUE,BROOKLYN,NY,11236,LIVERY BASE,40.640231,-73.918947,12/04/2023,18:00:12,"(40.640231, -73.918947)"
B00387,FORTUNE LIMOUSINES INC,7185452400,No,20-02,31 STREET,ASTORIA,NY,11105,LUXURY/LIMOUSINE,40.779561,-73.906776,12/04/2023,18:00:12,"(40.779561, -73.906776)"
B02756,ALLY CAR SERVICE LLC,7184357777,No,2939,AVENUE Y,BROOKLYN,NY,11235,LIVERY BASE,40.591996,-73.93961,12/04/2023,18:00:12,"(40.591996, -73.93961)"
B01868,LIMO 4 LLC,2124444444,No,36-31,10TH STREET,LIC,NY,11106,LIVERY BASE,40.760313,-73.9412,12/04/2023,18:00:12,"(40.760313, -73.9412)"
B03116,NAVI TRANSPORTATION INC.,9292996284,No,125,MICHAEL DR.  SUITE 105,SYOSSET,NY,11791,BLACK CAR BASE,40.6949736,-73.7405352,12/04/2023,18:00:12,"(40.6949736, -73.7405352)"
B00381,BELL RADIO INC,7189444955,No,41-24,38 STREET,LIC,NY,11101,BLACK CAR BASE,40.638477,-73.983333,12/04/2023,18:00:12,"(40.638477, -73.983333)"
B02856,MARIACHI CAR SERVICE INC,3474664749,No,1254,CASTLETON AVENUE,STATEN ISLAND,NY,10310,BLACK CAR BASE,40.63375,-74.12479,12/04/2023,18:00:12,"(40.63375, -74.12479)"
B03230,"THE BEST WE CAN TRANSPORTATION, INC.",7188807973,No,509,EAST  163 STREET,BRONX,NY,10451,BLACK CAR BASE,40.8245572,-73.9091714,12/04/2023,18:00:12,"(40.8245572, -73.9091714)"
B80100,CITY LINK CORPORATION,7187237262,No,144-50,177 STREET,SPRINGFD GRND,NY,11434,COMMUTER VAN AUTHORITY BASE,40.666208,-73.772534,12/04/2023,18:00:12,"(40.666208, -73.772534)"
B01124,COOPERATIVA CLBNA DE CON INC,7186990960,No,109-20,CORONA AVENUE,CORONA,NY,11368,LIVERY BASE,40.741837,-73.85361,12/04/2023,18:00:12,"(40.741837, -73.85361)"
B03267,MANGA TRANSPORTATION CORP,3472593779,No,903,SHERIDAN AVE  2ND FLOOR,BRONX,NY,10451,BLACK CAR BASE,40.8270008,-73.9209595,12/04/2023,18:00:12,"(40.8270008, -73.9209595)"
B00536,"WINTHROP HOLDING OF NEW YORK, INC",7182091616,No,5924,GLENWOOD ROAD,BROOKLYN,NY,11234,LIVERY BASE,40.634075,-73.919437,12/04/2023,18:00:12,"(40.634075, -73.919437)"
B03527,ALTO OPERATIONS NEW YORK LLC,8883070174,No,500,7 AVENUE,NEW YORK,NY,10018,BLACK CAR BASE,40.7532821,-73.9895154,12/04/2023,18:00:12,"(40.7532821, -73.9895154)"
B03486,OCCSER LLC,3478750005,No,3918,13 AVENUE,BROOKLYN,NY,11218,BLACK CAR BASE,41.31521,-73.094917,12/04/2023,18:00:12,"(41.31521, -73.094917)"
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,LLC.",7187065500,No,191,HIGH STREET,WALTHAM,MA,02453,LUXURY/LIMOUSINE,40.739553,-73.936994,12/04/2023,18:00:12,"(40.739553, -73.936994)"
B03415,BRONX FAMILY TRANSPORTATION INC,3475912002,No,169,LINCOLN AVE  SUITE 206,BRONX,NY,10454,BLACK CAR BASE,40.8093689,-73.9287755,12/04/2023,18:00:12,"(40.8093689, -73.9287755)"
B01243,EILAT TRANSPORTATION CORP,7183761122,Yes,1601,VOORHIES AVENUE,BROOKLYN,NY,11235,LIVERY BASE,40.604462,-73.97275,12/04/2023,18:00:12,"(40.604462, -73.97275)"
B02956,W.K.EXPRESS LIMO SERVICE INC,7182747888,No,1206,60 STREET,BROOKLYN,NY,11219,BLACK CAR BASE,40.712007,-73.99515,12/04/2023,18:00:12,"(40.712007, -73.99515)"
B02970,FLYTE LINE TRANSPORTATION LLC,8888885466,No,365,RIFLE CAMP ROAD  SUITE 202,WOODLAND,NJ,07424,BLACK CAR BASE,41.083191,-74.149513,12/04/2023,18:00:12,"(41.083191, -74.149513)"
B03464,SOLEIL CITY TRANSPORTATION INC.,9298220868,No,549,EAST  138 STREET  2ND FLOOR,BRONX,NY,10454,BLACK CAR BASE,40.8071447,-73.9175285,12/04/2023,18:00:12,"(40.8071447, -73.9175285)"
B01985,"LUXURY WORLDWIDE TRANSPORTATION, LLC",7188322600,No,209,25 STREET,BROOKLYN,NY,11232,BLACK CAR BASE,40.654091,-74.006819,12/04/2023,18:00:12,"(40.654091, -74.006819)"
B03309,NYC LIMOUSINE VIP LLC.,9082060311,No,1,MEADOWLAND PLAZA  SUITE #200,E. RUTHERFORD,NJ,07073,BLACK CAR BASE,40.8061916,-74.0776436,12/04/2023,18:00:12,"(40.8061916, -74.0776436)"
B03355,MANA TRANSPORTATION INC.,9173619112,No,912,SOUNDVIEW AVENUE SUITE 7 2ND FL.,BRONX,NY,10473,BLACK CAR BASE,40.8234499,-73.8678681,12/04/2023,18:00:12,"(40.8234499, -73.8678681)"
B00919,HARLEM CARS INC.,2126638080,No,210,ST NICHOLAS AVENUE,NEW YORK,NY,10027,LIVERY BASE,40.807098,-73.952675,12/04/2023,18:00:12,"(40.807098, -73.952675)"
B02111,HUANG HOU CAR SERVICES INC.,7187623333,No,35-27,FARRINGTON STREET,FLUSHING,NY,11354,LIVERY BASE,40.763587,-73.831238,12/04/2023,18:00:12,"(40.763587, -73.831238)"
B03344,C-TRANSIT INC.,3477688360,No,1626,NOSTRAND AVENUE,BROOKLYN,NY,11226,LIVERY BASE,40.6463696,-73.9494069,12/04/2023,18:00:12,"(40.6463696, -73.9494069)"
B03409,COAST TO COAST TRANSFERS LLC,9173052484,No,38-17,CRESCENT STREET,L.I.C.,NY,11101,BLACK CAR BASE,40.7551909,-73.9360027,12/04/2023,18:00:12,"(40.7551909, -73.9360027)"
B02127,"CONTINENTAL RIDE, INC.",8007063495,No,111,WASHINGTON AVENUE,DUMONT,NJ,07628,LUXURY/LIMOUSINE,40.940024,-73.993747,12/04/2023,18:00:12,"(40.940024, -73.993747)"
B90334,TAMAR TRANSP CORP,7183681111,No,601,BRIGHTON BEACH_AVE,BROOKLYN,NY,11235,PARATRANSIT BASE,40.577898,-73.961479,12/04/2023,18:00:12,"(40.577898, -73.961479)"
B03227,NY MERENGUE TRANSPORTATION INC,9292187080,No,135-10,JAMAICA AVENUE,RICHMOND HILL,NY,11418,BLACK CAR BASE,40.7022101,-73.8172631,12/04/2023,18:00:12,"(40.7022101, -73.8172631)"
B02397,CHICO EXPRESS CORP. 2,7182367777,No,6318,14 AVENUE,BROOKLYN,NY,11219,LIVERY BASE,40.625609,-73.99868,12/04/2023,18:00:12,"(40.625609, -73.99868)"
B03499,ABM BLACK CAR SERVICE LLC.,8604949349,No,88,BARBER HILL ROAD,SOUTH WINDSOR,CT,06074,BLACK CAR BASE,41.8528425,-72.5293079,12/04/2023,18:00:12,"(41.8528425, -72.5293079)"
B03352,DREAMS LUXURY SERVICES CORP,6465684600,No,2825,THIRD AVENUE  SUIT 301 D2,BRONX,NY,10455,BLACK CAR BASE,40.8158019,-73.9184149,12/04/2023,18:00:12,"(40.8158019, -73.9184149)"
B01312,BROOKLYN RADIO DISPATCHER INC,7183844444,No,95-11,JAMAICA AVENUE,WOODHAVEN,NY,11421,LIVERY BASE,40.714797,-73.959738,12/04/2023,18:00:12,"(40.714797, -73.959738)"
B03307,LUXE RIDERS CORP,2126557600,No,203,LAKEVIEW AVENUE,LYNBROOK,NY,11563,LUXURY/LIMOUSINE,40.666736,-73.6632756,12/04/2023,18:00:12,"(40.666736, -73.6632756)"
B03296,ZIP CONNECTIONS INC,2018829654,No,139,WALINGTON AVE,WALINGTON,NJ,07057,BLACK CAR BASE,40.3384771,-74.26094,12/04/2023,18:00:12,"(40.3384771, -74.26094)"
B03186,ONE STOP RIDE LLC,7187010033,No,620,CRESENT AVENUE,BRONX,NY,10458,BLACK CAR BASE,40.8535623,-73.8878824,12/04/2023,18:00:12,"(40.8535623, -73.8878824)"
B00008,T-D MAINTENANCE CORP,7184561111,No,127-01,METROPOLITAN AVENUE,KEW GARDENS,NY,11415,LIVERY BASE,40.70681,-73.87768,12/04/2023,18:00:12,"(40.70681, -73.87768)"
B03444,ASSURE CAR & LIMO INC.,9294330433,No,214-85,JAMAICA AVENUE,JAMAICA,NY,11428,BLACK CAR BASE,40.7172982,-73.7410516,12/04/2023,18:00:12,"(40.7172982, -73.7410516)"
B02975,LI YANG LIMOUSINE INC,9293379394,No,578,58 STREET,BROOKLYN,NY,11220,BLACK CAR BASE,40.639423,-74.013137,12/04/2023,18:00:12,"(40.639423, -74.013137)"
B03525,CARE WITH LOVE TRANSPORTATION CORP.,9293052391,No,217,MOUNTAINDALE ROAD,YONKERS,NY,10710,BLACK CAR BASE,40.9615338,-73.8473149,12/04/2023,18:00:12,"(40.9615338, -73.8473149)"
B03297,ABA LUXURY CAR INC.,7187556639,No,45-35,39TH STREET,SUNNYSIDE,NY,11104,LUXURY/LIMOUSINE,40.7495524,-73.9177114,12/04/2023,18:00:12,"(40.7495524, -73.9177114)"
B03299,WHITE TOP CAR SVCE INC,7187746661,No,1111,ST JOHNS PLACE,BROOKLYN,NY,11213,BLACK CAR BASE,40.6712938,-73.9412512,12/04/2023,18:00:12,"(40.6712938, -73.9412512)"
B03106,NORTENA CAR & LIMO INC,7188569400,No,507,CONEY ISLAND AVENUE,BROOKLYN,NY,11218,BLACK CAR BASE,40.6454618,-73.9703878,12/04/2023,18:00:12,"(40.6454618, -73.9703878)"
B03159,A1 ACCESSIBLE TRANSPORTATION LLC,2124960177,No,57,WEST   57 STREET  4TH FLOOR,NEW YORK,NY,10019,BLACK CAR BASE,40.7644701,-73.9766911,12/04/2023,18:00:12,"(40.7644701, -73.9766911)"
B03489,ACTION CAR SERVICE INC,7187478820,No,105,FREDERICK PLACE,MOUNT VERNON,NY,10552,BLACK CAR BASE,40.9233656,-73.8251089,12/04/2023,18:00:12,"(40.9233656, -73.8251089)"
B03505,LA ECUATORIANA LUXURY INC,7183006040,No,2402,86 STREET,BROOKLYN,NY,11214,BLACK CAR BASE,40.5988071,-73.989239,12/04/2023,18:00:12,"(40.5988071, -73.989239)"
B90703,"UNIVERSAL AMBULETTE SERVICES, INC.",7188504989,No,239-06,87 AVENUE  2ND FL,BELLEROSE,NY,11426,PARATRANSIT BASE,40.730869,-73.726908,12/04/2023,18:00:12,"(40.730869, -73.726908)"
B03291,TRACY LUXURY CORP.,7183139400,No,4861,BROADWAY,NEW YORK,NY,10034,BLACK CAR BASE,40.8668822,-73.9240982,12/04/2023,18:00:12,"(40.8668822, -73.9240982)"
B03254,TEMPO TRANSPORTATION CORP.,9174421822,No,34-18,NORTHERN BOULEVARD,LIC,NY,11101,BLACK CAR BASE,40.7517583,-73.929177,12/04/2023,18:00:12,"(40.7517583, -73.929177)"
B02902,NY CAR & LIMO SERVICES INC.,7182551798,Yes,71-16,35 AVENUE,JACKSON HEIGHTS,NY,11372,BLACK CAR BASE,40.750655,-73.894345,12/04/2023,18:00:12,"(40.750655, -73.894345)"
B02787,SEMPERIDE LLC,7183509591,No,85,BROAD STREET  27TH FLOOR,NEW YORK,NY,10004,BLACK CAR BASE,40.7042,-74.00824,12/04/2023,18:00:12,"(40.7042, -74.00824)"
B03239,CIBAO 2 INC.,7184782288,No,112 - 44,ROOSEVELT AVENUE,CORONA,NY,11368,BLACK CAR BASE,40.7522386,-73.852757,12/04/2023,18:00:12,"(40.7522386, -73.852757)"
B03494,NYC WHEELS CAR SERVICE INC.,3472253700,No,1656,EAST 15TH STREET,BROOKLYN,NY,11229,BLACK CAR BASE,40.6089032,-73.9584378,12/04/2023,18:00:12,"(40.6089032, -73.9584378)"
B02228,SPECIAL RADIO DISP.CORP.,2126663939,No,72,WEST  109 STREET,NEW YORK,NY,10025,LIVERY BASE,40.800928,-73.961258,12/04/2023,18:00:12,"(40.800928, -73.961258)"
B03085,A & A AMAZOON TRANSPORTATION INC.,7184954444,No,107-04,37 AVENUE,CORONA,NY,11368,BLACK CAR BASE,40.7536992,-73.8612854,12/04/2023,18:00:12,"(40.7536992, -73.8612854)"
B02661,MIC-LOU CAR SERVICES_LLC,7187204444,No,2,TOMPKINS AVE,STATEN ISLAND,NY,10304,LIVERY BASE,40.615388,-74.08496,12/04/2023,18:00:12,"(40.615388, -74.08496)"
B01083,BROAD DYCKMAN C/S INC,2123048080,No,203,DYCKMAN STREET,NEW YORK,NY,10040,LIVERY BASE,40.864833,-73.92718,12/04/2023,18:00:12,"(40.864833, -73.92718)"
B03324,PORT RICHMOND BLACK CAR INC.,3478587131,No,103,PORT RICHMOND AVENUE,STATEN ISLAND,NY,10302,BLACK CAR BASE,40.6383995,-74.1327609,12/04/2023,18:00:12,"(40.6383995, -74.1327609)"
B03514,CHAUFFEUR ON DEMAND CORP.,5168400011,No,1225,FRANKLIN AVE  #325,GARDEN CITY,NY,11530,LUXURY/LIMOUSINE,40.7340743,-73.6354595,12/04/2023,18:00:12,"(40.7340743, -73.6354595)"
B03506,"KLS WORLDWIDE CHAUFFERURED SERVICES, INC.",8003815301,No,271,U.S.46 WEST  SUITE 204,FAIRFIELD,NJ,07004,LUXURY/LIMOUSINE,42.1710098,-76.8533365,12/04/2023,18:00:12,"(42.1710098, -76.8533365)"
B02739,TRAXLINE CAR SERVICE INC.,7187894901,No,7,MARCUS GARVEY BLVD  STE 212,BROOKLYN,NY,11206,BLACK CAR BASE,40.693704,-73.962047,12/04/2023,18:00:12,"(40.693704, -73.962047)"
B01625,GLOBE CAR SERVICE INC,7188473500,No,112-06,101 AVENUE,RICHMOND HILL,NY,11419,LIVERY BASE,40.68813,-73.831491,12/04/2023,18:00:12,"(40.68813, -73.831491)"
B00235,"ARISTACAR & LIMOUSINE, LTD.",7186433900,No,241,37 STREET  STE#1-4-B443,BROOKLYN,NY,11232,BLACK CAR BASE,40.678782,-73.989979,12/04/2023,18:00:12,"(40.678782, -73.989979)"
B90736,"REEKAV TRANSPORTATION, LLC",3475950552,No,107-41,WATSON PLACE,JAMAICA,NY,11433,PARATRANSIT BASE,40.7017392,-73.7804846,12/04/2023,18:00:12,"(40.7017392, -73.7804846)"
B01332,SKYWAY CAR SERVICE EXPRESS INC.,7183585858,Yes,68-20A,FRESH MEADOW LANE,QUEENS,NY,11365,LIVERY BASE,40.733337,-73.794706,12/04/2023,18:00:12,"(40.733337, -73.794706)"
B02800,FLATIRON TRANSIT LLC,6467599889,No,114,5TH AVENUE  FLOOR 17,NEW YORK,NY,10011,BLACK CAR BASE,40.74393,-73.98819,12/04/2023,18:00:12,"(40.74393, -73.98819)"
B03145,YERZ CAR INC.,7185048383,No,1018,CASTLE HILL AVENUE  OFFICE#2,BRONX,NY,10472,BLACK CAR BASE,40.8280872,-73.8498818,12/04/2023,18:00:12,"(40.8280872, -73.8498818)"
B01779,APEX CAR & LIMO SVCE INC,7185221313,No,579,SMITH STREET,BROOKLYN,NY,11231,BLACK CAR BASE,40.672025,-73.999451,12/04/2023,18:00:12,"(40.672025, -73.999451)"
B03246,FASTRIDE LIMO INC.,3472716510,No,2121,DAVIDSON AVENUE,BRONX,NY,10453,BLACK CAR BASE,40.8559162,-73.9068401,12/04/2023,18:00:12,"(40.8559162, -73.9068401)"
B02534,DV LUXURY TRANSPORTATION CORPORATION,7186198970,No,1313,PROSPECT AVENUE,BRONX,NY,10459,BLACK CAR BASE,40.828071,-73.898435,12/04/2023,18:00:12,"(40.828071, -73.898435)"
B03497,PRINCETON LIMO SERVICE CORPORATION,6462707013,No,66,BREARLY CT,PRINCETON,NJ,08540,LUXURY/LIMOUSINE,40.3871274,-74.6601696,12/04/2023,18:00:12,"(40.3871274, -74.6601696)"
B02613,NYC STAR LIMOUSINE & CAR SERVICES CORP.,7182777777,No,3440,ATLANTIC AVENUE,BROOKLYN,NY,11208,LIVERY BASE,40.679483,-73.886635,12/04/2023,18:00:12,"(40.679483, -73.886635)"
B03164,KISS LUXURY TRANSPORTATION INC.,7183670303,No,2811,WHITE PLAINS RD,BRONX,NY,10467,BLACK CAR BASE,40.8668432,-73.8675043,12/04/2023,18:00:12,"(40.8668432, -73.8675043)"
B02182,"FINEST CAR SERVICE, LLC",7186436466,Yes,335,BOND STREET,BROOKLYN,NY,11231,LIVERY BASE,40.678782,-73.98998,12/04/2023,18:00:12,"(40.678782, -73.98998)"
B02465,7 STAR CAR & LIMOUSINE INC.,7187076166,No,43-23,35 STREET,LONG ISLAND CIT,NY,11101,LIVERY BASE,40.745471,-73.92933,12/04/2023,18:00:12,"(40.745471, -73.92933)"
B00112,"AYY&M TRANSPORTATION, LLC",7186802500,No,9425,5 AVENUE,BROOKLYN,NY,11209,LIVERY BASE,40.615867,-74.030649,12/04/2023,18:00:12,"(40.615867, -74.030649)"
B02881,DIANE CAR AND LIMO SERVICE LLC,7185444444,No,71-19,80TH STREET  SUITE# 8310,GLENDALE,NY,11385,BLACK CAR BASE,40.717248,-73.857586,12/04/2023,18:00:12,"(40.717248, -73.857586)"
B02853,SAFE RIDES CAR & LIMO SERVICES INC,3479832800,No,5488,AMBOY ROAD  SUITE 3,STATEN ISLAND,NY,10312,BLACK CAR BASE,40.511457,-74.241468,12/04/2023,18:00:12,"(40.511457, -74.241468)"
B03380,ELECTRIC PEPPERS LLC,6316297678,No,273,SOUTH 5TH STREET  SUITE 301,BROOKLYN,NY,11211,BLACK CAR BASE,40.7093824,-73.9578508,12/04/2023,18:00:12,"(40.7093824, -73.9578508)"
B00272,BIG APPLE CAR INC,7182368765,No,169,BAY   17 STREET,BROOKLYN,NY,11214,BLACK CAR BASE,40.604428,-74.006622,12/04/2023,18:00:12,"(40.604428, -74.006622)"
B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,7186268000,No,23 - 90,23 STREET,ASTORIA,NY,11105,LIVERY BASE,40.775146,-73.91981,12/04/2023,18:00:12,"(40.775146, -73.91981)"
B03360,RIDE4NYC CORP.,7185409001,No,54 - 14,74 STREET  SUITE #3306,ELMHURST,NY,11373,BLACK CAR BASE,40.7296956,-73.8876929,12/04/2023,18:00:12,"(40.7296956, -73.8876929)"
B02391,"BAYRIDGE EXPRESS, INC",7186807000,No,377,BAYRIDGE AVENUE,BROOKLYN,NY,11220,LIVERY BASE,40.634907,-74.023845,12/04/2023,18:00:12,"(40.634907, -74.023845)"
B01963,AFRO CAR SERVICE CORP,7183424200,No,73,HEGEMAN AVENUE,BROOKLYN,NY,11212,LIVERY BASE,40.65609,-73.90948,12/04/2023,18:00:12,"(40.65609, -73.90948)"
B90058,AHAVA ACCESS INC,7182521111,No,6002,FOSTER AVENUE,BROOKLYN,NY,11236,PARATRANSIT BASE,40.640231,-73.918947,12/04/2023,18:00:12,"(40.640231, -73.918947)"
